fib                   1.299    1.358    1.313    0.026
parse_int            11.846   15.986   12.701    1.836
mandel               50.958   71.913   65.193    8.272
quicksort            23.734   38.691   27.255    6.420
pi_sum             5838.187 5884.441 5864.429   19.848
cons               2083.598 2129.821 2103.385   19.656
randn_zig          4658.239 4709.277 4694.291   21.142
gk                  146.407  162.136  152.081    7.138
sparsemul          22137.234 22223.002 22164.088   35.385
hvcat_small        2704.817 2735.868 2718.047   12.959
hvcat_large        2154.618 2187.783 2172.074   11.852
hvcat_setind_small 2584.322 2609.020 2595.551   11.097
hvcat_setind_large 2169.600 2186.402 2179.546    7.054
hcat_small          554.715  563.582  559.553    3.573
hcat_large          331.781  341.503  335.741    4.034
hcat_setind_small  2581.428 2602.884 2591.683    7.683
hcat_setind_large  2123.721 2202.082 2155.787   28.585
vcat_small         2761.520 2805.376 2782.780   16.342
vcat_large         2220.487 2236.862 2227.135    5.983
vcat_setind_small  2624.676 2652.097 2639.092   10.889
vcat_setind_large  2228.759 2275.848 2246.849   18.224
catnd_small        6821.627 6858.676 6843.533   15.472
catnd_large        4991.966 5042.410 5014.172   20.413
catnd_setind_small 4867.152 5186.151 4956.776  129.599
catnd_setind_large 4073.997 4111.969 4095.680   17.210
binary_trees        399.024  411.700  403.661    5.463
fannkuch             59.377   63.669   61.132    2.065
fasta                 0.615    0.685    0.639    0.029
k_nucleotide       7501.672 7931.094 7631.218  180.680
mandelbrot         4146.139 4249.661 4182.701   43.078
nbody                41.959   58.329   45.926    6.955
nbody_vec           263.416  285.789  269.165    9.386
pidigits             82.215  102.398   94.243   10.020
regex_dna           225.895  233.249  229.640    2.613
revcomp              52.687   69.037   56.235    7.160
spectralnorm       1464.578 1504.184 1478.598   15.625
dot_tiny            932.681  944.406  940.432    4.621
dot_small           927.685  939.408  934.607    4.971
dot_medium          944.756  961.417  953.312    7.422
dot_large            89.259  105.812   98.713    8.274
dot_huge            116.271  130.882  126.759    5.932
axpy_tiny          1079.691 1102.103 1089.175   10.810
axpy_small         1082.729 1111.523 1098.240   10.601
axpy_medium        1102.814 1125.247 1117.079    9.286
axpy_large          103.422  120.890  116.378    7.330
axpy_huge           147.386  152.376  150.017    2.142
gemv_tiny          8047.167 8139.194 8106.588   34.834
gemv_small          894.803  933.556  916.666   14.160
gemv_medium          96.240  110.165  102.387    7.034
gemv_large           54.004   71.036   63.899    8.451
gemv_huge           703.334  714.407  709.917    4.135
matmul_tiny        9004.528 9049.454 9026.161   19.453
matmul_small        968.158  993.126  977.123    9.703
matmul_medium       188.826  257.792  207.385   28.957
matmul_large         66.523   85.482   77.008    9.300
realeig_tiny        679.810  730.319  696.612   19.980
realeig_small       472.077  498.562  482.059   10.849
realeig_medium      594.283  626.153  604.556   13.683
realeig_large       476.910  483.055  479.357    2.563
realeig_huge       2271.183 2306.268 2292.376   14.129
symeig_tiny         677.065  700.184  684.618    9.185
symeig_small        472.717  480.726  476.253    3.176
symeig_medium       593.771  615.205  600.246    9.419
symeig_large        587.229  595.589  591.311    3.570
symeig_huge        4176.172 4220.300 4201.883   18.157
hermitianeig_tiny   862.286  885.026  872.716   11.114
hermitianeig_small  736.511  754.590  745.453    6.663
hermitianeig_medium  996.605 1009.073 1005.831    5.225
hermitianeig_large 1423.165 1429.803 1426.448    2.674
hermitianeig_huge  14069.902 14138.705 14098.038   28.532
choleskytest_tiny   473.010  496.863  482.194   11.097
